2023-09-01,-59097.0
2023-10-01,-64158.0
2023-11-01,-64263.0
2023-12-01,-61283.0
2024-01-01,-63925.0
2024-02-01,-63253.0
2024-03-01,-61925.0
2024-04-01,-70870.0
2024-05-01,-70299.0
2024-06-01,-71344.0
2024-07-01,-77000.0
2024-08-01,-71161.0
2024-09-01,-83301.0
2024-10-01,-75788.0
2024-11-01,-79756.0
2024-12-01,-96849.0
2025-01-01,-124704.0
2025-02-01,-117069.0
2025-03-01,-132983.0
2025-04-01,-60341.0
2025-05-01,-66748.0
2025-06-01,-58697.0
2025-07-01,-75062.0
2025-08-01,-59642.0
2025-09-01,-59392.0
2025-10-01,-37376.0
2025-11-01,-63868.0
2025-12-01,-76078.0
2026-01-01,-52670.0
2026-02-01,-52500.0
2026-03-01,-53657.0
2026-04-01,-52883.0
2026-05-01,-75752.0
2026-06-01,-71182.0
2026-07-01,-88576.0
